current1,current2,nonqs,edge_iota,force1,force2
-37594.87434583878,-35556.09167144839,0.0012795538317021207,0.18607506720387312,2874.5883938236843,3249.3481256920327
-37889.45530794641,-35167.833044083454,0.0013368194582611115,0.18438051132200053,2902.061280414055,3220.38627669046
-38211.3341471824,-34742.008761151264,0.0014351415578095674,0.18253020746433368,2932.1717837059377,3188.420480525809
-38548.38119327962,-34294.32235897281,0.0015784731272218942,0.1805926925426353,2963.803604989194,3154.5870459062617
-38893.83215718436,-33833.548597811096,0.0017686836816858367,0.17860515810671765,2996.3325190142755,3120.2487757806293
-39243.889429866955,-33364.62676145796,0.002006659380956593,0.17658748312718348,3029.4068557321557,3086.1289903194433
-39596.40135215618,-32890.364579998,0.0022928820876260353,0.17454994116971717,3062.8265446907585,3051.316606831586
-39950.13500773682,-32412.37802033906,0.0026277061256738273,0.17249743005256216,3096.476393656888,3015.9234575316555
-40304.37411159543,-31931.61218450291,0.0030114794334049877,0.1704318037398627,3130.2891048851875,2980.015377281748
-40658.69519380437,-31448.632029516175,0.00344459022192475,0.1683531689134099,3164.2246324044418,2943.6320283296895
-41012.84203700219,-30963.78591887382,0.003927480101981087,0.16626061535911005,3198.2585660890586,2906.7981330818097
-41366.65462354768,-30477.29841733508,0.004460643141847345,0.16415263629996613,3232.3755369068977,2869.529893730511
-41720.02855949354,-29989.32340202177,0.005044619566217915,0.16202737985105578,3266.5654372775407,2831.838693134249
-42072.89168063039,-29499.974729557245,0.005679987671542682,0.15988281073277613,3300.821232931745,2793.7332469169623
-42425.19042865362,-29009.34410084399,0.006367355179234848,0.157716827930088,3335.1376822250504,2755.2208658218356
-42776.88183093766,-28517.511561195297,0.007107350213660081,0.15552736609227696,3369.510577307733,2716.3082027484425
-43127.928721747194,-28024.551729119383,0.007900611653605633,0.1533124991393129,3403.9362879289874,2677.001699061088
-43478.29685406369,-27530.53752877591,0.008747778414793005,0.15107055999951483,3438.411482162364,2637.3078542286576
-43827.953122812294,-27035.542453578117,0.009649477111272835,0.14880028855343158,3472.9329513335533,2597.233391148663
-44176.86444607484,-26539.64196090141,0.0106063074393728,0.14650101943197755,3507.4974967180287,2556.7853597230255
-44524.997038135,-26042.914351290234,0.011618824501443128,0.14417292134087878,3542.1018530295214,2515.9712039503675
-44872.31591674233,-25545.441342143902,0.012687517146153484,0.1418172989753601,3576.7426338627497,2474.7988076641645
-45218.78455041475,-25047.308461748933,0.01381278130021869,0.13943696574914202,3611.4162901957693,2433.276528059461
-45564.36458898034,-24548.605339780814,0.014994887326551385,0.137036687927052,3646.1190765671295,2391.4132225858375
-45909.01564276731,-24049.425940734345,0.01623394090033696,0.13462368440748915,3680.8470216327137,2349.218272643954
-46252.69508915366,-23549.868768904063,0.017529838129600264,0.13220813619499677,3715.595901061228,2306.701606227251
-46595.35789322463,-23050.037062718715,0.01888221816817661,0.1298036108062175,3750.3612114862826,2263.873720859515
-46936.95643418257,-22550.038989612534,0.020290420804510555,0.12742724021738874,3785.138144696062,2220.745707691615
-47277.440332168175,-22049.987848521167,0.02175346224076167,0.1250994227111349,3819.9215615269145,2177.3292773171293
-47616.7562720309,-21550.002284524595,0.0232700476667115,0.12284279289473339,3854.705965105465,2133.6367876747768
-47954.84782177508,-21050.206518522325,0.024838640046293298,0.12068029129786638,3889.4854731967607,2089.681274281586
-48291.65524418154,-20550.730593752916,0.026457595238457872,0.11863242461061198,3924.2537894899083,2045.476482957967
-48627.11530062567,-20051.710640236386,0.02812535202350393,0.1167142015140406,3959.0041737031884,2001.0369051474763
-48961.16104648503,-19553.28915768391,0.029840639198526902,0.11493255752917142,3993.7294104273474,1956.3778158894681
-49293.721617817355,-19055.615316996023,0.031602647142976774,0.11328507429342946,4028.4217766554298,1911.5153144652131
-49624.722009236815,-18558.845280100428,0.03341112126123292,0.11176036206412192,4063.0730079739824,1866.4663677028025
-49954.08284314549,-18063.142537524196,0.0352663650918321,0.11033984754626809,4097.674263416324,1821.2488558898435
-50281.72013071463,-17568.678262725447,0.037169172034973594,0.109000277178933,4132.216089006579,1775.8816212033623
-50607.545025262065,-17075.63168180506,0.03912071953800207,0.1077162034661582,4166.688380053759,1730.384518521133
-50931.463568958316,-16584.190456763725,0.04112245606090015,0.10646196708779895,4201.080342291045,1684.7784684265148
-51253.37643411473,-16094.551079948596,0.043175998117347916,0.10521299563330391,4235.380451996198,1639.085512157829
-51573.17866067917,-15606.919276735056,0.045283041587412365,0.1039464571176902,4269.576415277253,1593.3288681821493
-51890.75939198862,-15121.510412800142,0.047445282607846834,0.10264139879850788,4303.655126763123,1547.532989990466
-52206.001611315405,-14638.54990155424,0.049664338654852085,0.10127850302702562,4337.602628003233,1501.7236246151235
-52518.78188229944,-14158.27360639689,0.05194165790952819,0.09983954433087842,4371.404065954474,1455.9278712599423
-52828.970096987294,-13680.928231441505,0.05427840246843929,0.09830655878727425,4405.0436520183775,1410.1742393071654
-53136.42923590776,-13206.771693205803,0.05667528600574742,0.09666063094429901,4438.504622187516,1364.4927048223335
-53441.01514540242,-12736.073464484682,0.05913233499848766,0.09488002021813262,4471.769198967916,1318.9147645175362
