x,y,z
0.4050590097904206,0.7025120258331299,-0.20000000298023224
0.7519729733467102,0.43549999594688416,-0.1550000011920929
0.7480270266532898,0.430525004863739,0.13500000536441803
0.4050590097904206,0.7025120258331299,0.20000000298023224
1.7320299691071813e-18,0.708175003528595,0.20000000298023224
1.7320299691071813e-18,0.708175003528595,-0.20000000298023224
0.36894699931144714,0.6377829909324646,0.35146498680114746
0.36516800522804255,0.6336100101470947,-0.34852901101112366
0.6219140291213989,0.3588230013847351,0.25747400522232056
0.6184290051460266,0.3573929965496063,-0.2523699998855591
0.4638139903545379,0.2687020003795624,-0.2519260048866272
0.3009189963340759,0.5190849900245667,-0.3529930114746094
-8.178059943020344e-05,0.6278010010719299,-0.3514940142631531
8.178059943020344e-05,0.6221989989280701,0.34850600361824036
-3.841580206699889e-18,0.48500001430511475,0.3468250036239624
0.19144299626350403,0.3315899968147278,0.35317501425743103
0.12937599420547485,0.48283699154853826,-0.35317501425743103
3.5249598700426604e-18,0.48500001430511475,-0.3468250036239624
-4.683070073951967e-05,0.40219900012016296,-0.2014939934015274
0.10925199836492538,0.4008120000362396,-0.0005971500067971647
3.694880069815554e-05,0.408174991607666,5.1755999404450853e-17
0.08793369680643082,0.3256179988384247,0.11604399979114532
0.002086770022287965,0.4073930084705353,0.20000000298023224
0.13846899569034576,0.23803499341011047,0.19151799380779264
0.13925200700759888,0.2378080040216446,0.08326660096645355
0.20092199742794037,0.3478870093822479,0.002655419986695051
0.7531750202178955,7.734590037113018e-17,-0.16500000655651093
0.7468249797821045,-2.1834800425070328e-17,0.16500000655651093
0.6577619910240173,-0.0002494590007700026,-0.25276198983192444
0.3100000023841858,8.581319905390879e-17,-0.25817498564720154
0.21755799651145935,0.0014048300217837095,-0.10646499693393709
0.22759200632572177,0.1286550015211105,0.0015457499539479611
0.316987007856369,0.18301300704479215,0.25817498564720154
0.3100000023841858,-2.3900799810207272e-17,0.2518250048160553
0.6600000262260437,-3.1617301392557225e-17,0.25817498564720154
0.17520500719547272,0.17469899356365204,0.16181500256061554
0.22317199409008023,-0.00012608499673660845,0.10499999672174454
0.21095100045204165,0.12033800035715105,0.10057199746370316
0.4050590097904206,-0.7025120258331299,0.20000000298023224
0.7519729733467102,-0.43549999594688416,0.1550000011920929
0.7480270266532898,-0.430525004863739,-0.13500000536441803
0.4050590097904206,-0.7025120258331299,-0.20000000298023224
1.7320299691071813e-18,-0.708175003528595,-0.20000000298023224
1.7320299691071813e-18,-0.708175003528595,0.20000000298023224
0.36894699931144714,-0.6377829909324646,-0.35146498680114746
0.36516800522804255,-0.6336100101470947,0.34852901101112366
0.6219140291213989,-0.3588230013847351,-0.25747400522232056
0.6184290051460266,-0.3573929965496063,0.2523699998855591
0.4638139903545379,-0.2687020003795624,0.2519260048866272
